,play,situation,qtr,drive_num,pos_team,drive_plays,drive_yds,drive_time,down,yds_to_go,field_pos,home_team,away_team,game_date
54,Drive start,PANTHERS WROCLAW drive start at 11:20.,2nd Quarter,driveindex_10,Panthers Wroclaw,3,7,1:50,1st,10,PW06,Frankfurt,Wroclaw,220619
55,Pass,B. Dziedzic pass incomplete to J. Mazan.,2nd Quarter,driveindex_10,Panthers Wroclaw,3,7,1:50,1st,10,PW06,Frankfurt,Wroclaw,220619
56,Rush,B. Dziedzic rush for 1 yard to the PW7 (L. Achaintre).,2nd Quarter,driveindex_10,Panthers Wroclaw,3,7,1:50,2nd,10,PW06,Frankfurt,Wroclaw,220619
57,Timeout,"Timeout Panthers Wroclaw, clock 10:26.",2nd Quarter,driveindex_10,Panthers Wroclaw,3,7,1:50,3rd,9,PW07,Frankfurt,Wroclaw,220619
58,Rush,P. Pasqualini rush for 6 yards to the PW13 (K. Brauns;J. Embry).,2nd Quarter,driveindex_10,Panthers Wroclaw,3,7,1:50,3rd,9,PW07,Frankfurt,Wroclaw,220619
59,Punt,"K. Stepien punt 39 yards to the FG48, F. Lowery return 8 yards to the PW44 (F. Snopek;A. Idziak).",2nd Quarter,driveindex_10,Panthers Wroclaw,3,7,1:50,4th,3,PW13,Frankfurt,Wroclaw,220619
60,Drive start,FRANKFURT GALAXY drive start at 09:30.,2nd Quarter,driveindex_11,Frankfurt Galaxy,4,44,1:48,1st,10,PW44,Frankfurt,Wroclaw,220619
61,Pass,J. Sullivan pass incomplete to N. Schumm.,2nd Quarter,driveindex_11,Frankfurt Galaxy,4,44,1:48,1st,10,PW44,Frankfurt,Wroclaw,220619
62,Rush,T. Fischbach rush for 3 yards to the PW41 (H. Ogrodowczyk).,2nd Quarter,driveindex_11,Frankfurt Galaxy,4,44,1:48,2nd,10,PW44,Frankfurt,Wroclaw,220619
63,Pass,"J. Sullivan pass complete to H. Schwarz for 15 yards to the PW26, 1ST DOWN FG (L. Steffen).",2nd Quarter,driveindex_11,Frankfurt Galaxy,4,44,1:48,3rd,7,PW41,Frankfurt,Wroclaw,220619
64,Pass,"J. Sullivan pass incomplete to L. Regler, PENALTY PW Defensive Offside declined, PENALTY PW Defensive Pass Interference (G. Lary) 18 yards to the PW8, 1ST DOWN FG, NO PLAY.",2nd Quarter,driveindex_11,Frankfurt Galaxy,4,44,1:48,1st,10,PW26,Frankfurt,Wroclaw,220619
65,Pass,"J. Sullivan pass complete to C. Sow for 8 yards to the PW0, 1ST DOWN FG, TOUCHDOWN, clock 07:42.",2nd Quarter,driveindex_11,Frankfurt Galaxy,4,44,1:48,1st,0,PW08,Frankfurt,Wroclaw,220619
66,Point after try,R. Rimmler kick attempt failed.,2nd Quarter,driveindex_11,Frankfurt Galaxy,4,44,1:48,1st,10,PW15,Frankfurt,Wroclaw,220619
67,Kickoff,"R. Rimmler kickoff 70 yards to the PW0, touchback, PENALTY FG Illegal Formation 5 yards to the PW25, 1st and 10, PW ball on PW25.",2nd Quarter,driveindex_11,Frankfurt Galaxy,4,44,1:48,1st,0,FG30,Frankfurt,Wroclaw,220619
68,Drive start,PANTHERS WROCLAW drive start at 07:42.,2nd Quarter,driveindex_12,Panthers Wroclaw,3,7,2:20,1st,10,PW25,Frankfurt,Wroclaw,220619
69,Rush,B. Dziedzic rush for loss of 2 yards to the PW23 (J. Poznanski;L. Achaintre).,2nd Quarter,driveindex_12,Panthers Wroclaw,3,7,2:20,1st,10,PW25,Frankfurt,Wroclaw,220619
70,Rush,K. Kotlarz rush for 8 yards to the PW31 (K. Katz;W. Nasri).,2nd Quarter,driveindex_12,Panthers Wroclaw,3,7,2:20,2nd,12,PW23,Frankfurt,Wroclaw,220619
71,Rush,K. Kotlarz rush for 1 yard to the PW32 (M. A. Hor;M. Konya).,2nd Quarter,driveindex_12,Panthers Wroclaw,3,7,2:20,3rd,4,PW31,Frankfurt,Wroclaw,220619
72,Timeout,"Timeout Panthers Wroclaw, clock 05:33.",2nd Quarter,driveindex_12,Panthers Wroclaw,3,7,2:20,4th,3,PW32,Frankfurt,Wroclaw,220619
73,Punt,"K. Stepien punt 27 yards to the FG41, F. Lowery return 8 yards to the FG49 (R. Rosolek), PENALTY PW Inelegible Downfield Kick (D. Brzozowski) 5 yards to the PW46, 1st and 10, FG ball on PW46.",2nd Quarter,driveindex_12,Panthers Wroclaw,3,7,2:20,4th,3,PW32,Frankfurt,Wroclaw,220619
74,Drive start,FRANKFURT GALAXY drive start at 05:22.,2nd Quarter,driveindex_13,Frankfurt Galaxy,3,-5,1:57,1st,10,PW46,Frankfurt,Wroclaw,220619
75,Rush,K. Hunter rush for 1 yard to the PW45 (L. Steffen).,2nd Quarter,driveindex_13,Frankfurt Galaxy,3,-5,1:57,1st,10,PW46,Frankfurt,Wroclaw,220619
76,Rush,J. Sullivan rush for loss of 1 yard to the PW46.,2nd Quarter,driveindex_13,Frankfurt Galaxy,3,-5,1:57,2nd,9,PW45,Frankfurt,Wroclaw,220619
77,Pass,"J. Sullivan pass complete to T. Benschuh for 11 yards to the PW35 (A. Lary), PENALTY FG Illegal Shift 5 yards to the FG49, NO PLAY.",2nd Quarter,driveindex_13,Frankfurt Galaxy,3,-5,1:57,3rd,10,PW46,Frankfurt,Wroclaw,220619
78,Pass,J. Sullivan pass incomplete to K. Hunter.,2nd Quarter,driveindex_13,Frankfurt Galaxy,3,-5,1:57,3rd,15,FG49,Frankfurt,Wroclaw,220619
79,Punt,H. Schwarz punt 29 yards to the PW22.,2nd Quarter,driveindex_13,Frankfurt Galaxy,3,-5,1:57,4th,15,FG49,Frankfurt,Wroclaw,220619
80,Drive start,PANTHERS WROCLAW drive start at 03:25.,2nd Quarter,driveindex_14,Panthers Wroclaw,2,1,1:15,1st,10,PW22,Frankfurt,Wroclaw,220619
81,Pass,"B. Dziedzic pass incomplete to J. Mazan, dropped pass.",2nd Quarter,driveindex_14,Panthers Wroclaw,2,1,1:15,1st,10,PW22,Frankfurt,Wroclaw,220619
82,Rush,"K. Kotlarz rush for 1 yard to the PW23, fumble forced by M. Konya, fumble by K. Kotlarz recovered by FG K. Katz at PW23.",2nd Quarter,driveindex_14,Panthers Wroclaw,2,1,1:15,2nd,10,PW22,Frankfurt,Wroclaw,220619
83,Drive start,FRANKFURT GALAXY drive start at 02:10.,2nd Quarter,driveindex_15,Frankfurt Galaxy,2,23,0:17,1st,10,PW23,Frankfurt,Wroclaw,220619
84,Rush,K. Hunter rush for 7 yards to the PW16 (L. Steffen;D. Piatkowski).,2nd Quarter,driveindex_15,Frankfurt Galaxy,2,23,0:17,1st,10,PW23,Frankfurt,Wroclaw,220619
85,Rush,"J. Sullivan rush for 16 yards to the PW0, 1ST DOWN FG, TOUCHDOWN, clock 01:53.",2nd Quarter,driveindex_15,Frankfurt Galaxy,2,23,0:17,2nd,3,PW16,Frankfurt,Wroclaw,220619
86,Point after try,"R. Rimmler kick attempt good, PENALTY PW Defensive Offside declined.",2nd Quarter,driveindex_15,Frankfurt Galaxy,2,23,0:17,1st,10,PW15,Frankfurt,Wroclaw,220619
87,Kickoff,"R. Rimmler kickoff 59 yards to the PW11, D. Robinson return 15 yards to the PW26 (K. Ben El Ghali).",2nd Quarter,driveindex_15,Frankfurt Galaxy,2,23,0:17,1st,0,FG30,Frankfurt,Wroclaw,220619
88,Drive start,PANTHERS WROCLAW drive start at 01:44.,2nd Quarter,driveindex_16,Panthers Wroclaw,2,1,1:43,1st,10,PW26,Frankfurt,Wroclaw,220619
89,Rush,N. Loureiro rush for no gain to the PW26 (W. Nasri;L. Achaintre).,2nd Quarter,driveindex_16,Panthers Wroclaw,2,1,1:43,1st,10,PW26,Frankfurt,Wroclaw,220619
90,Rush,"B. Dziedzic rush for loss of 1 yard to the PW25, fumble by B. Dziedzic recovered by FG A. Williams at PW27, A. Williams for 3 yards to the PW24, fumble by A. Williams recovered by PW B. Dziedzic at PW20.",2nd Quarter,driveindex_16,Panthers Wroclaw,2,1,1:43,2nd,10,PW26,Frankfurt,Wroclaw,220619
91,Rush,"N. Loureiro rush for 12 yards to the PW32, 1ST DOWN PW (F. Lowery;J. Poznanski).",2nd Quarter,driveindex_18,Panthers Wroclaw,3,11,0:01,1st,10,PW20,Frankfurt,Wroclaw,220619
92,Rush,N. Loureiro rush for 3 yards to the PW35 (J. Poznanski;D. Josiah).,2nd Quarter,driveindex_18,Panthers Wroclaw,3,11,0:01,1st,10,PW32,Frankfurt,Wroclaw,220619
93,Timeout,"Timeout Panthers Wroclaw, clock 00:01.",2nd Quarter,driveindex_18,Panthers Wroclaw,3,11,0:01,2nd,7,PW35,Frankfurt,Wroclaw,220619
94,Rush,N. Loureiro rush for loss of 4 yards to the PW31 (M. Sy).,2nd Quarter,driveindex_18,Panthers Wroclaw,3,11,0:01,2nd,7,PW35,Frankfurt,Wroclaw,220619
95,End of half,"End of half, clock 00:00.",2nd Quarter,driveindex_18,Panthers Wroclaw,3,11,0:01,3rd,11,PW31,Frankfurt,Wroclaw,220619
96,Drive start,PANTHERS WROCLAW drive start at 15:00.,3rd Quarter,driveindex_19,Panthers Wroclaw,8,33,3:24,1st,10,PW30,Frankfurt,Wroclaw,220619
97,Pass,B. Dziedzic pass complete to W. Zieba for 4 yards to the PW34 (W. Nasri;J. Embry).,3rd Quarter,driveindex_19,Panthers Wroclaw,8,33,3:24,1st,10,PW30,Frankfurt,Wroclaw,220619
98,Pass,B. Dziedzic sacked for loss of 4 yards to the PW30 (K. Brauns).,3rd Quarter,driveindex_19,Panthers Wroclaw,8,33,3:24,2nd,6,PW34,Frankfurt,Wroclaw,220619
99,Pass,"B. Dziedzic pass complete to M. Stanley for 11 yards to the PW41, 1ST DOWN PW (F. Lowery;J. Poznanski).",3rd Quarter,driveindex_19,Panthers Wroclaw,8,33,3:24,3rd,10,PW30,Frankfurt,Wroclaw,220619
100,Pass,"B. Dziedzic pass complete to P. Banat for 13 yards to the FG46, 1ST DOWN PW (K. Katz).",3rd Quarter,driveindex_19,Panthers Wroclaw,8,33,3:24,1st,10,PW41,Frankfurt,Wroclaw,220619
101,Pass,B. Dziedzic pass incomplete to M. Stanley.,3rd Quarter,driveindex_19,Panthers Wroclaw,8,33,3:24,1st,10,FG46,Frankfurt,Wroclaw,220619
102,Pass,"B. Dziedzic pass incomplete to W. Zieba, PENALTY PW Personal Foul (M. Silva) 15 yards to the PW39.",3rd Quarter,driveindex_19,Panthers Wroclaw,8,33,3:24,2nd,10,FG46,Frankfurt,Wroclaw,220619
103,Pass,B. Dziedzic pass complete to M. Stanley for 15 yards to the FG46 (F. Lowery).,3rd Quarter,driveindex_19,Panthers Wroclaw,8,33,3:24,3rd,25,PW39,Frankfurt,Wroclaw,220619
104,Penalty,PENALTY PW False Start (N. Loureiro) 5 yards to the PW49.,3rd Quarter,driveindex_19,Panthers Wroclaw,8,33,3:24,4th,10,FG46,Frankfurt,Wroclaw,220619
105,Pass,B. Dziedzic pass complete to P. Banat for 14 yards to the FG37 (K. Katz).,3rd Quarter,driveindex_19,Panthers Wroclaw,8,33,3:24,4th,15,PW49,Frankfurt,Wroclaw,220619
106,Drive start,FRANKFURT GALAXY drive start at 11:36.,3rd Quarter,driveindex_20,Frankfurt Galaxy,4,-3,1:37,1st,10,FG37,Frankfurt,Wroclaw,220619
107,Pass,J. Sullivan pass complete to N. Strahmann for 6 yards to the FG43 (L. Steffen;M. Rouyer).,3rd Quarter,driveindex_20,Frankfurt Galaxy,4,-3,1:37,1st,10,FG37,Frankfurt,Wroclaw,220619
108,Pass,"J. Sullivan pass incomplete to L. Regler, PENALTY PW Defensive Offside (S. Radji) 5 yards to the FG48, 1ST DOWN FG, NO PLAY.",3rd Quarter,driveindex_20,Frankfurt Galaxy,4,-3,1:37,2nd,4,FG43,Frankfurt,Wroclaw,220619
109,Rush,T. Fischbach rush for 1 yard to the FG49 (M. Rouyer;H. Ogrodowczyk).,3rd Quarter,driveindex_20,Frankfurt Galaxy,4,-3,1:37,1st,10,FG48,Frankfurt,Wroclaw,220619
110,Pass,J. Sullivan pass incomplete to K. Mwamba (D. Wesolowski).,3rd Quarter,driveindex_20,Frankfurt Galaxy,4,-3,1:37,2nd,9,FG49,Frankfurt,Wroclaw,220619
111,Pass,J. Sullivan pass incomplete to N. Strahmann.,3rd Quarter,driveindex_20,Frankfurt Galaxy,4,-3,1:37,3rd,9,FG49,Frankfurt,Wroclaw,220619
112,Penalty,PENALTY FG Unsportsmanlike Conduct (Y. Kiehl) 15 yards to the FG34.,3rd Quarter,driveindex_20,Frankfurt Galaxy,4,-3,1:37,4th,9,FG49,Frankfurt,Wroclaw,220619
113,Punt,H. Schwarz punt 50 yards to the PW16.,3rd Quarter,driveindex_20,Frankfurt Galaxy,4,-3,1:37,4th,24,FG34,Frankfurt,Wroclaw,220619
114,Drive start,PANTHERS WROCLAW drive start at 09:59.,3rd Quarter,driveindex_21,Panthers Wroclaw,6,84,2:01,1st,10,PW16,Frankfurt,Wroclaw,220619
115,Rush,N. Loureiro rush for 3 yards to the PW19 (K. Brauns;L. Achaintre).,3rd Quarter,driveindex_21,Panthers Wroclaw,6,84,2:01,1st,10,PW16,Frankfurt,Wroclaw,220619
116,Pass,B. Dziedzic pass complete to N. Loureiro for loss of 1 yard to the PW18 (D. Josiah).,3rd Quarter,driveindex_21,Panthers Wroclaw,6,84,2:01,2nd,7,PW19,Frankfurt,Wroclaw,220619
117,Pass,"B. Dziedzic pass complete to M. Stanley for 14 yards to the PW32, 1ST DOWN PW (J. Poznanski).",3rd Quarter,driveindex_21,Panthers Wroclaw,6,84,2:01,3rd,8,PW18,Frankfurt,Wroclaw,220619
118,Pass,"B. Dziedzic pass complete to M. Stanley for 32 yards to the FG36, 1ST DOWN PW (F. Lowery).",3rd Quarter,driveindex_21,Panthers Wroclaw,6,84,2:01,1st,10,PW32,Frankfurt,Wroclaw,220619
119,Pass,"B. Dziedzic pass complete to N. Loureiro for no gain to the FG36 (M. A. Hor;A. Williams), PENALTY FG Facemask (A. Williams) 15 yards to the FG21, 1ST DOWN PW.",3rd Quarter,driveindex_21,Panthers Wroclaw,6,84,2:01,1st,10,FG36,Frankfurt,Wroclaw,220619
120,Down,1st and 10.,3rd Quarter,driveindex_21,Panthers Wroclaw,6,84,2:01,1st,10,FG21,Frankfurt,Wroclaw,220619
121,Pass,"B. Dziedzic pass incomplete to P. Banat (F. Lowery), PENALTY FG Unnecessary Roughness (M. Schlabitz) 10 yards to the FG11, 1ST DOWN PW, NO PLAY.",3rd Quarter,driveindex_21,Panthers Wroclaw,6,84,2:01,1st,10,FG21,Frankfurt,Wroclaw,220619
122,Pass,"B. Dziedzic pass incomplete to M. Stanley (F. Lowery), PENALTY FG Unsportsmanlike Conduct (M. Konya) 6 yards to the FG5, 1ST DOWN PW, NO PLAY.",3rd Quarter,driveindex_21,Panthers Wroclaw,6,84,2:01,1st,10,FG11,Frankfurt,Wroclaw,220619
123,Timeout,"Timeout Frankfurt Galaxy, clock 08:06.",3rd Quarter,driveindex_21,Panthers Wroclaw,6,84,2:01,1st,0,FG05,Frankfurt,Wroclaw,220619
124,Pass,"B. Dziedzic pass complete to M. Stanley for 5 yards to the FG0, 1ST DOWN PW, TOUCHDOWN, clock 07:58.",3rd Quarter,driveindex_21,Panthers Wroclaw,6,84,2:01,1st,0,FG05,Frankfurt,Wroclaw,220619
125,Point after try,K. Stepien kick attempt good.,3rd Quarter,driveindex_21,Panthers Wroclaw,6,84,2:01,1st,10,FG15,Frankfurt,Wroclaw,220619
126,Kickoff,"K. Stepien kickoff 64 yards to the FG6, J. Rodney return 26 yards to the FG32 (G. Lary).",3rd Quarter,driveindex_21,Panthers Wroclaw,6,84,2:01,1st,0,PW30,Frankfurt,Wroclaw,220619
127,Drive start,FRANKFURT GALAXY drive start at 07:54.,3rd Quarter,driveindex_22,Frankfurt Galaxy,5,68,1:22,1st,10,FG32,Frankfurt,Wroclaw,220619
128,Rush,"T. Fischbach rush for no gain to the FG32 (H. Ogrodowczyk), PENALTY PW Facemask (F. Snopek) 15 yards to the FG47, 1ST DOWN FG.",3rd Quarter,driveindex_22,Frankfurt Galaxy,5,68,1:22,1st,10,FG32,Frankfurt,Wroclaw,220619
129,Down,1st and 10.,3rd Quarter,driveindex_22,Frankfurt Galaxy,5,68,1:22,1st,10,FG47,Frankfurt,Wroclaw,220619
130,Pass,"J. Sullivan pass complete to T. Fischbach for 30 yards to the PW23, 1ST DOWN FG (B. Wozniak).",3rd Quarter,driveindex_22,Frankfurt Galaxy,5,68,1:22,1st,10,FG47,Frankfurt,Wroclaw,220619
131,Penalty,PENALTY FG False Start (F. Runco) 5 yards to the PW28.,3rd Quarter,driveindex_22,Frankfurt Galaxy,5,68,1:22,1st,10,PW23,Frankfurt,Wroclaw,220619
132,Rush,T. Fischbach rush for 1 yard to the PW27 (D. Wesolowski).,3rd Quarter,driveindex_22,Frankfurt Galaxy,5,68,1:22,1st,15,PW28,Frankfurt,Wroclaw,220619
133,Pass,"J. Sullivan pass incomplete to M. Rutsch, PENALTY PW Roughing the Passer (C. Dieuseul Jr) 13 yards to the PW14, 1ST DOWN FG.",3rd Quarter,driveindex_22,Frankfurt Galaxy,5,68,1:22,2nd,14,PW27,Frankfurt,Wroclaw,220619
134,Down,1st and 10.,3rd Quarter,driveindex_22,Frankfurt Galaxy,5,68,1:22,1st,10,PW14,Frankfurt,Wroclaw,220619
135,Penalty,PENALTY PW Neutral Zone Infraction (D. Wesolowski) 6 yards to the PW8.,3rd Quarter,driveindex_22,Frankfurt Galaxy,5,68,1:22,1st,10,PW14,Frankfurt,Wroclaw,220619
136,Pass,"J. Sullivan pass complete to M. Rutsch for 8 yards to the PW0, 1ST DOWN FG, TOUCHDOWN, clock 06:32.",3rd Quarter,driveindex_22,Frankfurt Galaxy,5,68,1:22,1st,4,PW08,Frankfurt,Wroclaw,220619
137,Point after try,R. Rimmler kick attempt good.,3rd Quarter,driveindex_22,Frankfurt Galaxy,5,68,1:22,1st,10,PW15,Frankfurt,Wroclaw,220619
138,Kickoff,"R. Rimmler kickoff 69 yards to the PW1, D. Robinson return 32 yards to the PW33 (J. Rodney;A. Williams).",3rd Quarter,driveindex_22,Frankfurt Galaxy,5,68,1:22,1st,0,FG30,Frankfurt,Wroclaw,220619
139,Drive start,PANTHERS WROCLAW drive start at 06:25.,3rd Quarter,driveindex_23,Panthers Wroclaw,2,-21,1:09,1st,10,PW33,Frankfurt,Wroclaw,220619
140,Pass,B. Dziedzic pass incomplete to M. Stanley.,3rd Quarter,driveindex_23,Panthers Wroclaw,2,-21,1:09,1st,10,PW33,Frankfurt,Wroclaw,220619
141,Pass,"B. Dziedzic pass complete to M. Stanley for 9 yards to the PW42 (J. Embry;L. Achaintre), PENALTY PW Offensive Holding (T. Fileccia) 10 yards to the PW23, NO PLAY.",3rd Quarter,driveindex_23,Panthers Wroclaw,2,-21,1:09,2nd,10,PW33,Frankfurt,Wroclaw,220619
142,Rush,N. Loureiro rush for loss of 2 yards to the PW21 (J. Embry;C. Udegbe).,3rd Quarter,driveindex_23,Panthers Wroclaw,2,-21,1:09,2nd,20,PW23,Frankfurt,Wroclaw,220619
143,Pass,"B. Dziedzic pass complete to P. Banat for 3 yards to the PW24 (K. Maier;D. Josiah), PENALTY PW Illegal Use of Hands (J. Mazan) 9 yards to the PW12, NO PLAY.",3rd Quarter,driveindex_23,Panthers Wroclaw,2,-21,1:09,3rd,22,PW21,Frankfurt,Wroclaw,220619
144,Punt,"K. Stepien punt 40 yards to the FG48, F. Lowery return 0 yards to the FG48, out-of-bounds.",3rd Quarter,driveindex_23,Panthers Wroclaw,2,-21,1:09,3rd,31,PW12,Frankfurt,Wroclaw,220619
145,Drive start,FRANKFURT GALAXY drive start at 05:16.,3rd Quarter,driveindex_24,Frankfurt Galaxy,5,52,2:48,1st,10,FG48,Frankfurt,Wroclaw,220619
146,Pass,J. Sullivan pass complete to J. Rodney for 4 yards to the PW48 (M. Rouyer).,3rd Quarter,driveindex_24,Frankfurt Galaxy,5,52,2:48,1st,10,FG48,Frankfurt,Wroclaw,220619
147,Rush,"J. Rodney rush for 10 yards to the PW38, 1ST DOWN FG (D. Piatkowski;L. Steffen).",3rd Quarter,driveindex_24,Frankfurt Galaxy,5,52,2:48,2nd,6,PW48,Frankfurt,Wroclaw,220619
148,Pass,"J. Sullivan pass complete to C. Sow for 20 yards to the PW18, 1ST DOWN FG (L. Steffen).",3rd Quarter,driveindex_24,Frankfurt Galaxy,5,52,2:48,1st,10,PW38,Frankfurt,Wroclaw,220619
149,Rush,J. Rodney rush for 2 yards to the PW16 (L. Gembara;S. Radji).,3rd Quarter,driveindex_24,Frankfurt Galaxy,5,52,2:48,1st,10,PW18,Frankfurt,Wroclaw,220619
150,Pass,"J. Sullivan pass complete to K. Mwamba for 16 yards to the PW0, 1ST DOWN FG, TOUCHDOWN, clock 02:28.",3rd Quarter,driveindex_24,Frankfurt Galaxy,5,52,2:48,2nd,8,PW16,Frankfurt,Wroclaw,220619
151,Point after try,R. Rimmler kick attempt good.,3rd Quarter,driveindex_24,Frankfurt Galaxy,5,52,2:48,1st,10,PW15,Frankfurt,Wroclaw,220619
152,Kickoff,"R. Rimmler kickoff 69 yards to the PW1, D. Robinson return 15 yards to the PW16 (J. Rodney), PENALTY PW Defensive Holding (K. Oldak) 8 yards to the PW8, 1st and 10, PW ball on PW8.",3rd Quarter,driveindex_24,Frankfurt Galaxy,5,52,2:48,1st,0,FG30,Frankfurt,Wroclaw,220619
153,Drive start,PANTHERS WROCLAW drive start at 02:16.,3rd Quarter,driveindex_25,Panthers Wroclaw,5,12,2:27,1st,10,PW08,Frankfurt,Wroclaw,220619
154,Rush,N. Loureiro rush for 7 yards to the PW15 (L. Achaintre;M. Adjei).,3rd Quarter,driveindex_25,Panthers Wroclaw,5,12,2:27,1st,10,PW08,Frankfurt,Wroclaw,220619
155,Rush,"B. Dziedzic rush for 6 yards to the PW21, 1ST DOWN PW (F. Lowery).",3rd Quarter,driveindex_25,Panthers Wroclaw,5,12,2:27,2nd,3,PW15,Frankfurt,Wroclaw,220619
156,Rush,N. Loureiro rush for 2 yards to the PW23 (L. Achaintre;M. A. Hor).,3rd Quarter,driveindex_25,Panthers Wroclaw,5,12,2:27,1st,10,PW21,Frankfurt,Wroclaw,220619
157,Pass,"B. Dziedzic pass complete to W. Zieba for 7 yards to the PW30 (F. Lowery), PENALTY PW Offensive Holding (K. Wis) 10 yards to the PW13, NO PLAY.",3rd Quarter,driveindex_25,Panthers Wroclaw,5,12,2:27,2nd,8,PW23,Frankfurt,Wroclaw,220619
158,Pass,B. Dziedzic pass complete to W. Zieba for no gain to the PW13 (F. Lowery;L. Achaintre).,3rd Quarter,driveindex_25,Panthers Wroclaw,5,12,2:27,2nd,18,PW13,Frankfurt,Wroclaw,220619
159,Pass,B. Dziedzic pass complete to W. Zieba for 7 yards to the PW20 (F. Lowery).,3rd Quarter,driveindex_25,Panthers Wroclaw,5,12,2:27,3rd,18,PW13,Frankfurt,Wroclaw,220619
160,Drive start,FRANKFURT GALAXY drive start at 14:49.,4th Quarter,driveindex_26,Frankfurt Galaxy,10,49,5:14,1st,10,PW49,Frankfurt,Wroclaw,220619
161,QB,M. Johannknecht at QB for Frankfurt Galaxy.,4th Quarter,driveindex_26,Frankfurt Galaxy,10,49,5:14,1st,10,PW49,Frankfurt,Wroclaw,220619
162,Rush,J. Rodney rush for 2 yards to the PW47 (K. Oldak;M. Rouyer).,4th Quarter,driveindex_26,Frankfurt Galaxy,10,49,5:14,1st,10,PW49,Frankfurt,Wroclaw,220619
163,Rush,J. Rodney rush for 4 yards to the PW43 (G. Zec;B. Wozniak).,4th Quarter,driveindex_26,Frankfurt Galaxy,10,49,5:14,2nd,8,PW47,Frankfurt,Wroclaw,220619
164,Rush,"J. Rodney rush for 4 yards to the PW39, 1ST DOWN FG (G. Zec).",4th Quarter,driveindex_26,Frankfurt Galaxy,10,49,5:14,3rd,4,PW43,Frankfurt,Wroclaw,220619
165,Rush,J. Rodney rush for 3 yards to the PW36 (M. Rouyer).,4th Quarter,driveindex_26,Frankfurt Galaxy,10,49,5:14,1st,10,PW39,Frankfurt,Wroclaw,220619
166,Rush,"J. Rodney rush for 12 yards to the PW24, 1ST DOWN FG (K. Ruta).",4th Quarter,driveindex_26,Frankfurt Galaxy,10,49,5:14,2nd,7,PW36,Frankfurt,Wroclaw,220619
167,Rush,J. Rodney rush for 2 yards to the PW22 (J. Zmaczynski;K. Oldak).,4th Quarter,driveindex_26,Frankfurt Galaxy,10,49,5:14,1st,10,PW24,Frankfurt,Wroclaw,220619
168,Pass,"M. Johannknecht pass complete to T. Benschuh for 12 yards to the PW10, 1ST DOWN FG (D. Robinson).",4th Quarter,driveindex_26,Frankfurt Galaxy,10,49,5:14,2nd,8,PW22,Frankfurt,Wroclaw,220619
169,Pass,M. Johannknecht pass incomplete to N. Strahmann.,4th Quarter,driveindex_26,Frankfurt Galaxy,10,49,5:14,1st,0,PW10,Frankfurt,Wroclaw,220619
170,Rush,K. Hunter rush for loss of 2 yards to the PW12 (M. Rouyer;K. Ruta).,4th Quarter,driveindex_26,Frankfurt Galaxy,10,49,5:14,2nd,0,PW10,Frankfurt,Wroclaw,220619
171,Pass,"M. Johannknecht pass complete to M. Hachenberg for 12 yards to the PW0, 1ST DOWN FG, TOUCHDOWN, clock 09:35.",4th Quarter,driveindex_26,Frankfurt Galaxy,10,49,5:14,3rd,0,PW12,Frankfurt,Wroclaw,220619
172,Point after try,"R. Rimmler kick attempt failed (blocked), returned by G. Lary - no score (blocked by A. Skakowski).",4th Quarter,driveindex_26,Frankfurt Galaxy,10,49,5:14,1st,10,PW15,Frankfurt,Wroclaw,220619
173,Kickoff,"R. Rimmler kickoff 67 yards to the PW3, D. Robinson return 15 yards to the PW18 (M. Schlabitz), PENALTY PW Illegal Block Above Waist (K. Oldak) 10 yards to the PW8, 1st and 10, PW ball on PW8.",4th Quarter,driveindex_26,Frankfurt Galaxy,10,49,5:14,1st,0,FG30,Frankfurt,Wroclaw,220619
174,Drive start,PANTHERS WROCLAW drive start at 09:23.,4th Quarter,driveindex_27,Panthers Wroclaw,3,3,0:59,1st,10,PW08,Frankfurt,Wroclaw,220619
175,Pass,B. Dziedzic pass incomplete to J. Mazan (K. Ben El Ghali).,4th Quarter,driveindex_27,Panthers Wroclaw,3,3,0:59,1st,10,PW08,Frankfurt,Wroclaw,220619
176,Rush,N. Loureiro rush for 3 yards to the PW11 (M. Konya).,4th Quarter,driveindex_27,Panthers Wroclaw,3,3,0:59,2nd,10,PW08,Frankfurt,Wroclaw,220619
177,Pass,"B. Dziedzic pass intercepted by K. Ben El Ghali at the PW35, K. Ben El Ghali return 32 yards to the PW3 (M. Silva).",4th Quarter,driveindex_27,Panthers Wroclaw,3,3,0:59,3rd,7,PW11,Frankfurt,Wroclaw,220619
178,Drive start,FRANKFURT GALAXY drive start at 08:24.,4th Quarter,driveindex_28,Frankfurt Galaxy,2,3,0:18,1st,0,PW03,Frankfurt,Wroclaw,220619
179,Rush,"L. Helm rush for 2 yards to the PW1 (H. Ogrodowczyk), PENALTY FG Illegal Formation (J. Christensen) 5 yards to the PW8, NO PLAY, PENALTY FG Unsportsmanlike Conduct (J. Christensen) 15 yards to the PW23, NO PLAY.",4th Quarter,driveindex_28,Frankfurt Galaxy,2,3,0:18,1st,0,PW03,Frankfurt,Wroclaw,220619
